tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
ở	B-l
giữa	I-l
lòng	I-l
đường	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
ở	B-l
giữa	I-l
lòng	I-l
đường	I-l
đô	I-l
thị	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
ở	B-l
giữa	I-l
lòng	I-l
đường	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

tụ	B-a
tập	I-a
từ	I-a
3	I-a
xe	B-tv
máy	I-tv
trở	O
lên	O
trong	B-l
lòng	I-l
đường	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

tụ	B-a
tập	I-a
từ	I-a
4	I-a
xe	B-tv
máy	I-tv
trong	B-l
lòng	I-l
đường	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

tụ	B-a
tập	I-a
từ	I-a
3	I-a
xe	B-tv
máy	I-tv
trở	B-a
lên	I-a
trong	B-l
hầm	I-l
đường	O
bộ	O
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

tụ	B-a
tập	I-a
5	I-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
trên	B-l
hè	I-l
phố	I-l
trái	B-a
quy	I-a
định	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
trên	B-l
vỉa	I-l
hè	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

bấm	B-a
còi	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
thành	I-l
phố	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

bấm	B-a
còi	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

rú	B-a
ga	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
thành	I-l
phố	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

rồ	B-a
ga	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

nẹt	B-a
pô	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
thành	I-l
phố	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

nẹt	B-a
pô	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

bấm	B-a
còi	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
khu	I-l
đông	I-l
dân	I-l
cư	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

rú	B-a
ga	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
khu	I-l
đông	I-l
dân	I-l
cư	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

nẹt	B-a
pô	I-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
khu	I-l
đông	I-l
dân	I-l
cư	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
sử	B-a
dụng	I-a
các	I-a
thiết	I-a
bị	I-a
phát	I-a
tín	I-a
hiệu	I-a
ưu	I-a
tiên	I-a
trái	I-a
phép	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gắn	B-if1
các	I-if1
thiết	I-if1
bị	I-if1
phát	I-if1
tín	I-if1
hiệu	I-if1
ưu	I-if1
tiên	I-if1
trái	I-if1
phép	I-if1
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
liên	B-a
tục	I-a
trong	B-l
thành	I-l
phố	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
điểm	I-l
dừng	I-l
xe	I-l
buýt	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
đường	I-l
giao	I-l
nhau	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
giao	I-l
nhau	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
qua	I-l
đường	I-l
của	I-l
người	I-l
đi	I-l
bộ	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trên	B-l
làn	I-l
qua	I-l
đường	I-l
của	I-l
người	I-l
đi	I-l
bộ	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
cấm	I-l
dừng	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
có	I-l
biển	I-l
cấm	I-l
dừng	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
tại	B-l
nơi	I-l
cắm	I-l
biển	I-l
cấm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
tuân	I-a
thủ	I-a
quy	I-a
định	I-a
dừng	I-a
đỗ	I-a
xe	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
điều	O
khiển	O
xe	B-tv
máy	I-tv
không	B-if3
đội	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
xe	B-tv
máy	I-tv
không	B-if3
đội	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
ngồi	O
trên	O
xe	B-tv
máy	I-tv
không	B-if3
đội	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ngồi	O
trên	O
xe	B-tv
máy	I-tv
không	B-if3
đội	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
điều	O
khiển	O
xe	B-tv
máy	I-tv
đội	B-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
không	I-if3
cài	I-if3
quai	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
xe	B-tv
máy	I-tv
không	B-if3
cài	I-if3
quai	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
ngồi	O
trên	O
xe	B-tv
máy	I-tv
đội	B-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
không	I-if3
cài	I-if3
quai	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ngồi	O
trên	O
xe	B-tv
máy	I-tv
không	B-if3
cài	I-if3
quai	I-if3
mũ	I-if3
bảo	I-if3
hiểm	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

chở	B-a
2	I-a
người	I-a
trên	O
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
2	I-a
người	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
chạy	B-a
dưới	I-a
tốc	I-a
độ	I-a
tối	I-a
thiểu	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	B-tp
ngồi	I-tp
phía	I-tp
sau	I-tp
điều	B-if3
khiển	I-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	B-tp
ngồi	I-tp
sau	I-tp
lái	B-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
điều	O
khiển	O
xe	B-tv
máy	I-tv
sử	B-if3
dụng	I-if3
ô	I-if3
dù	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

người	O
điều	O
khiển	O
xe	B-tv
máy	I-tv
sử	B-if3
dụng	I-if3
thiết	I-if3
bị	I-if3
âm	I-if3
thanh	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đeo	B-if3
tai	I-if3
nghe	I-if3
khi	O
lái	O
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chuyển	B-a
hướng	I-a
không	I-a
giảm	I-a
tốc	I-a
độ	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
rẽ	B-a
mà	I-a
không	I-a
giảm	I-a
tốc	I-a
độ	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chuyển	B-a
hướng	I-a
không	I-a
có	I-a
tín	I-a
hiệu	I-a
báo	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
rẽ	B-a
mà	I-a
không	I-a
xi	I-a
nhan	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

chở	B-a
theo	I-a
từ	I-a
3	I-a
người	I-a
trở	I-a
lên	I-a
trên	O
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
quá	I-a
nhiều	I-a
người	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
chấp	I-a
hành	I-a
tín	I-a
hiệu	I-a
của	I-a
đèn	I-a
giao	I-a
thông	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

chạy	O
xe	B-tv
máy	I-tv
không	B-a
theo	I-a
tín	I-a
hiệu	I-a
đèn	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
đèn	B-tl
đỏ	I-tl
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
đèn	B-tl
vàng	I-tl
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trên	B-l
cầu	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
trên	B-l
cầu	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	B-a
khiển	I-a
xe	B-tv
máy	I-tv
thành	B-a
đoàn	I-a
gây	I-a
cản	I-a
trở	I-a
giao	I-a
thông	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
đi	B-a
thành	I-a
nhóm	I-a
làm	I-a
cản	I-a
trở	I-a
giao	I-a
thông	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
giao	I-a
thông	I-a
mà	I-a
không	I-a
dừng	I-a
lại	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
mà	I-a
không	I-a
dừng	I-a
lại	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
giao	I-a
thông	I-a
mà	I-a
không	I-a
giữ	I-a
nguyên	I-a
hiện	I-a
trường	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
không	I-a
giữ	I-a
nguyên	I-a
hiện	I-a
trường	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
giao	I-a
thông	I-a
mà	I-a
không	I-a
tham	I-a
gia	I-a
cấp	I-a
cứu	I-a
người	I-a
bị	I-a
nạn	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gây	B-a
tai	I-a
nạn	I-a
không	I-a
cấp	I-a
cứu	I-a
người	I-a
bị	I-a
nạn	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
không	B-a
đi	I-a
bên	I-a
phải	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
đi	I-a
bên	I-a
phải	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
không	B-a
đi	I-a
đúng	I-a
phần	I-a
đường	I-a
của	I-a
mình	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
đi	B-a
sai	I-a
phần	I-a
đường	I-a
của	I-a
mình	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
đi	B-a
trên	B-l
hè	I-l
phố	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
đi	B-a
trên	B-l
vỉa	I-l
hè	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
vượt	B-a
bên	I-a
phải	I-a
khi	I-a
không	I-a
được	I-a
phép	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
bên	I-a
phải	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
vượt	B-a
bên	I-a
phải	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
đi	B-a
vào	I-a
khu	I-a
vực	I-a
cấm	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
đi	B-a
vào	I-a
khu	I-a
vực	I-a
cấm	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
đi	B-a
ngược	I-a
chiều	I-a
đường	B-l
một	I-l
chiều	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chạy	B-a
ngược	I-a
đường	B-l
một	I-l
chiều	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
đi	B-a
ngược	I-a
chiều	I-a
khi	I-a
có	I-a
biển	I-a
cấm	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chạy	B-a
ngược	I-a
chiều	I-a
khi	I-a
có	I-a
biển	I-a
cấm	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
kéo	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
kéo	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
đẩy	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
đẩy	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
bám	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
bám	B-a
xe	I-a
khác	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
dắt	B-if3
theo	I-if3
xúc	I-if3
vật	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
dắt	B-if3
động	I-if3
vật	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
mang	B-a
vác	I-a
vật	I-a
cồng	I-a
kềnh	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
hàng	I-a
cồng	I-a
kềnh	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
đồ	I-a
cồng	I-a
kềnh	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đứng	B-if3
trên	I-if3
yên	I-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đứng	B-if3
trên	I-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ngồi	B-if3
trên	I-if3
giá	I-if3
đèo	I-if3
hàng	I-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

ngồi	B-if3
trên	I-if3
tay	I-if3
lái	I-if3
xe	B-tv
máy	I-tv
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
hàng	I-a
quá	I-a
giới	I-a
hạn	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
hàng	I-a
quá	I-a
trọng	I-a
tải	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chở	B-a
hàng	I-a
quá	I-a
nặng	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-if3
chấp	I-if3
hành	I-if3
hiệu	I-if3
lệnh	I-if3
của	I-if3
người	I-if3
điều	I-if3
khiển	I-if3
giao	I-if3
thông	I-if3
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
chấp	I-a
hành	I-a
hiệu	I-a
lệnh	I-a
của	I-a
cảnh	I-a
sát	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

điều	O
khiển	O
xe	B-tv
máy	I-tv
chạy	B-a
quá	I-a
tốc	I-a
độ	I-a
quy	I-a
định	I-a
từ	O
10	B-v
km/h	I-v
đến	I-v
20	I-v
km/h	I-v
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chạy	B-a
quá	I-a
tốc	I-a
độ	I-a
15	B-v
km/h	I-v
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đi	O
xe	B-tv
máy	I-tv
vào	O
đường	B-l
cao	I-l
tốc	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
chạy	O
vào	O
đường	B-l
cao	I-l
tốc	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
khi	I-a
bị	I-a
cấm	I-a
vượt	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
khi	I-a
không	I-a
được	I-a
vượt	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
đường	O
bộ	O
không	B-a
sử	I-a
dụng	I-a
đèn	I-a
gần	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
bật	I-a
đèn	I-a
cốt	I-a
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

lái	O
xe	B-tv
máy	I-tv
vượt	B-a
trong	B-l
hầm	I-l
đường	O
bộ	O
không	B-a
đúng	I-a
nơi	I-a
quy	I-a
định	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
vượt	B-a
không	I-a
đúng	I-a
nơi	I-a
quy	I-a
định	I-a
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
đường	O
bộ	O
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

quay	B-a
đầu	I-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
nhường	I-a
đường	I-a
cho	I-a
xe	I-a
được	I-a
ưu	I-a
tiên	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
không	B-a
nhường	I-a
xe	I-a
ưu	I-a
tiên	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gây	B-a
cản	I-a
trở	I-a
cho	I-a
xe	I-a
được	I-a
ưu	I-a
tiên	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

xe	B-tv
máy	I-tv
gây	B-a
cản	I-a
trở	I-a
cho	I-a
xe	I-a
ưu	I-a
tiên	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
đường	O
bộ	O
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
đường	O
bộ	O
không	B-a
đúng	I-a
nơi	I-a
quy	I-a
định	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

dừng	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
không	B-a
đúng	I-a
nơi	I-a
quy	I-a
định	I-a
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
đường	O
bộ	O
thì	O
bị	B-qt
phạt	I-qt
bao	I-qt
nhiêu	I-qt
tiền	I-qt

đỗ	B-a
xe	B-tv
máy	I-tv
trong	B-l
hầm	I-l
thì	O
bị	B-qt
phạt	I-qt
